-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                              aten::eye         0.00%       2.995ms         0.01%      14.022ms      43.819us       0.000us         0.00%       1.381ms       4.315us           320  
void colperm_kernel<float, float, 5, 4>(long, long, ...         0.00%       0.000us         0.00%       0.000us       0.000us       1.215ms         0.00%       1.215ms       3.797us           320  
                                              aten::sin         0.00%     554.707us         0.00%     849.135us      12.866us       1.100ms         0.00%       1.100ms      16.671us            66  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       1.100ms         0.00%       1.100ms      16.671us            66  
                                              aten::cos         0.00%     630.385us         0.00%     961.140us      14.563us       1.098ms         0.00%       1.098ms      16.631us            66  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       1.098ms         0.00%       1.098ms      16.631us            66  
void at::native::(anonymous namespace)::CatArrayBatc...         0.00%       0.000us         0.00%       0.000us       0.000us       1.056ms         0.00%       1.056ms     105.585us            10  
                            copy_info_kernel(int, int*)         0.00%       0.000us         0.00%       0.000us       0.000us     979.952us         0.00%     979.952us       1.531us           640  
                                              aten::any         0.00%       3.182ms         0.00%       8.759ms      34.214us     285.634us         0.00%     944.456us       3.689us           256  
                             aten::_linalg_check_errors         0.00%     677.962us         0.00%      10.431ms      65.195us       0.000us         0.00%     932.872us       5.830us           160  
void batch_FnrmA_stage1<float, float, 8>(long, long,...         0.00%       0.000us         0.00%       0.000us       0.000us     700.320us         0.00%     700.320us       4.377us           160  
void at::native::reduce_kernel<512, 1, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us     632.708us         0.00%     632.708us       9.586us            66  
                                            aten::zero_         0.00%       1.121ms         0.00%       5.066ms      15.831us       0.000us         0.00%     617.916us       1.931us           320  
                                             aten::isin         0.00%       1.083ms         0.00%       5.259ms      69.202us       0.000us         0.00%     585.253us       7.701us            76  
void larfb_restore_v1_R_kernel<float, 16>(long, floa...         0.00%       0.000us         0.00%       0.000us       0.000us     494.027us         0.00%     494.027us       1.544us           320  
void larft_vtv_32<float, 128>(long, long, float cons...         0.00%       0.000us         0.00%       0.000us       0.000us     477.738us         0.00%     477.738us       2.986us           160  
void batch_FnrmA_stage2<float, 8>(long, float*, long...         0.00%       0.000us         0.00%       0.000us       0.000us     462.531us         0.00%     462.531us       2.891us           160  
void reset_lowerA_kernel<float, 256>(long, float con...         0.00%       0.000us         0.00%       0.000us       0.000us     459.717us         0.00%     459.717us       2.873us           160  
                       Memcpy HtoD (Pageable -> Device)         0.00%       0.000us         0.00%       0.000us       0.000us     455.266us         0.00%     455.266us       9.105us            50  
void larfb_set_v1_R_kernel<float, 16>(long, float*, ...         0.00%       0.000us         0.00%       0.000us       0.000us     438.787us         0.00%     438.787us       1.371us           320  
void at::native::(anonymous namespace)::CatArrayBatc...         0.00%       0.000us         0.00%       0.000us       0.000us     415.682us         0.00%     415.682us       3.149us           132  
                                           aten::cumsum         0.00%       1.683ms         0.00%       8.800ms     115.786us     410.240us         0.00%     410.240us       5.398us            76  
