-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
void syevj_parallel_order_set_kernel<512>(long, int*...         0.00%       0.000us         0.00%       0.000us       0.000us      21.956ms         0.00%      21.956ms       7.147us          3072  
                       Memcpy DtoH (Device -> Pageable)         0.00%       0.000us         0.00%       0.000us       0.000us      20.426ms         0.00%      20.426ms       1.417us         14415  
                                            aten::fill_         0.00%      61.562ms         0.01%     186.299ms      14.419us      19.404ms         0.00%      22.168ms       1.716us         12920  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      18.850ms         0.00%      18.850ms       1.354us         13920  
                                              aten::all         0.01%     144.736ms         0.01%     383.197ms      24.061us      18.704ms         0.00%      39.042ms       2.451us         15926  
void at::native::reduce_kernel<512, 1, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us      18.704ms         0.00%      18.704ms       9.324us          2006  
                            potrf_alg2_reset_info(int*)         0.00%       0.000us         0.00%       0.000us       0.000us      18.640ms         0.00%      18.640ms       1.339us         13920  
                                          aten::normal_         0.00%      25.675ms         0.06%        1.613s       1.050ms      16.664ms         0.00%      16.706ms      10.877us          1536  
void at::native::(anonymous namespace)::distribution...         0.00%       0.000us         0.00%       0.000us       0.000us      16.664ms         0.00%      16.664ms      10.849us          1536  
                    potrf_alg2_set_info(int, int, int*)         0.00%       0.000us         0.00%       0.000us       0.000us      16.482ms         0.00%      16.482ms       1.184us         13920  
void batch_eye_kernel<float, 5, 3>(long, long, float...         0.00%       0.000us         0.00%       0.000us       0.000us      16.436ms         0.00%      16.436ms       3.567us          4608  
            void offA_stage2<float, 5, 3>(long, float*)         0.00%       0.000us         0.00%       0.000us       0.000us      15.634ms         0.00%      15.634ms       1.610us          9711  
         ampere_bf16_s1688gemm_bf16_128x128_ldg8_f2f_tt         0.00%       0.000us         0.00%       0.000us       0.000us      13.551ms         0.00%      13.551ms     169.391us            80  
                                              aten::cos         0.00%      21.659ms         0.00%      32.937ms      16.419us      12.983ms         0.00%      13.285ms       6.622us          2006  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      12.983ms         0.00%      12.983ms       6.472us          2006  
                                              aten::sin         0.00%      17.547ms         0.00%      27.851ms      13.884us      12.947ms         0.00%      13.246ms       6.603us          2006  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      12.947ms         0.00%      12.947ms       6.454us          2006  
void at::native::(anonymous namespace)::CatArrayBatc...         0.00%       0.000us         0.00%       0.000us       0.000us      12.496ms         0.00%      12.496ms       3.115us          4012  
void geam_kernel<int, float, false, true, false, tru...         0.00%       0.000us         0.00%       0.000us       0.000us      11.327ms         0.00%      11.327ms       2.950us          3840  
                                           aten::cumsum         0.00%      48.719ms         0.01%     159.276ms      75.774us      11.150ms         0.00%      11.186ms       5.322us          2102  
void pegasus_sortI32_by_oneCTA<512, false>(int, int,...         0.00%       0.000us         0.00%       0.000us       0.000us      10.735ms         0.00%      10.735ms      13.978us           768  
void colperm_kernel<float, float, 5, 4>(long, long, ...         0.00%       0.000us         0.00%       0.000us       0.000us      10.279ms         0.00%      10.279ms       3.346us          3072  
void at::native::(anonymous namespace)::CatArrayBatc...         0.00%       0.000us         0.00%       0.000us       0.000us      10.041ms         0.00%      10.041ms     104.589us            96  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       9.600ms         0.00%       9.600ms       1.595us          6018  
                            copy_info_kernel(int, int*)         0.00%       0.000us         0.00%       0.000us       0.000us       9.082ms         0.00%       9.082ms       1.478us          6144  
void pegasus_sortI32_by_oneCTA<256, false>(int, int,...         0.00%       0.000us         0.00%       0.000us       0.000us       8.955ms         0.00%       8.955ms      11.660us           768  
void at_cuda_detail::cub::DeviceScanKernel<at_cuda_d...         0.00%       0.000us         0.00%       0.000us       0.000us       8.775ms         0.00%       8.775ms       4.174us          2102  
                        ampere_sgemm_32x32_sliced1x4_tn         0.00%       0.000us         0.00%       0.000us       0.000us       7.471ms         0.00%       7.471ms       4.864us          1536  
                                              aten::any         0.00%      44.558ms         0.00%     117.384ms      30.648us       6.853ms         0.00%      12.989ms       3.391us          3830  
void at::native::reduce_kernel<512, 1, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us       6.853ms         0.00%       6.853ms       2.987us          2294  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       6.651ms         0.00%       6.651ms       1.088us          6114  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       6.535ms         0.00%       6.535ms       1.611us          4057  
