-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       5.812ms         0.00%       5.812ms       1.483us          3918  
                                              aten::max         0.00%      19.444ms         0.00%      40.897ms      20.877us       5.787ms         0.00%       5.795ms       2.958us          1959  
void at::native::reduce_kernel<512, 1, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us       5.787ms         0.00%       5.787ms       2.954us          1959  
                                            aten::index         0.00%      44.359ms         0.00%      82.747ms      44.416us       5.683ms         0.00%       5.690ms       3.054us          1863  
void at::native::index_elementwise_kernel<128, 4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       5.683ms         0.00%       5.683ms       3.050us          1863  
                                       aten::bitwise_or         0.00%      27.043ms         0.00%      50.593ms      12.913us       5.355ms         0.00%       5.361ms       1.368us          3918  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       5.355ms         0.00%       5.355ms       1.367us          3918  
void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816...         0.00%       0.000us         0.00%       0.000us       0.000us       5.298ms         0.00%       5.298ms     132.441us            40  
void at::native::(anonymous namespace)::indexSelectS...         0.00%       0.000us         0.00%       0.000us       0.000us       5.135ms         0.00%       5.135ms       2.756us          1863  
                                      aten::bitwise_and         0.00%      12.876ms         0.00%      20.325ms      10.375us       4.349ms         0.00%       4.351ms       2.221us          1959  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us       4.349ms         0.00%       4.349ms       2.220us          1959  
                       Memcpy HtoD (Pageable -> Device)         0.00%       0.000us         0.00%       0.000us       0.000us       4.333ms         0.00%       4.333ms       9.028us           480  
void at::native::(anonymous namespace)::CatArrayBatc...         0.00%       0.000us         0.00%       0.000us       0.000us       4.197ms         0.00%       4.197ms       2.253us          1863  
void batch_FnrmA_stage2<float, 8>(long, float*, long...         0.00%       0.000us         0.00%       0.000us       0.000us       4.119ms         0.00%       4.119ms       2.682us          1536  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us       4.118ms         0.00%       4.118ms       2.004us          2055  
void reset_lowerA_kernel<float, 256>(long, float con...         0.00%       0.000us         0.00%       0.000us       0.000us       3.946ms         0.00%       3.946ms       2.569us          1536  
                                     aten::masked_fill_         0.00%      14.827ms         0.00%      67.095ms      34.250us       3.885ms         0.00%       3.893ms       1.987us          1959  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       3.885ms         0.00%       3.885ms       1.983us          1959  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us       3.595ms         0.00%       3.595ms       2.341us          1536  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       3.592ms         0.00%       3.592ms       1.670us          2151  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us       3.505ms         0.00%       3.505ms       2.282us          1536  
void gemmk1_kernel<int, float, 256, 5, true, false, ...         0.00%       0.000us         0.00%       0.000us       0.000us       3.275ms         0.00%       3.275ms       1.758us          1863  
void pegasus_sortsign_by_key_local_core<float, 256, ...         0.00%       0.000us         0.00%       0.000us       0.000us       3.256ms         0.00%       3.256ms       2.120us          1536  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       3.230ms         0.00%       3.230ms       1.612us          2004  
                                               aten::ge         0.00%      28.702ms         0.00%      39.961ms      20.399us       3.157ms         0.00%       3.160ms       1.613us          1959  
void pegasusIinclusive_scan_domino_v1_core<256, 4>(i...         0.00%       0.000us         0.00%       0.000us       0.000us       3.045ms         0.00%       3.045ms       1.982us          1536  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       3.033ms         0.00%       3.033ms       1.548us          1959  
                                             aten::sqrt         0.00%      20.207ms         0.00%      28.123ms      18.309us       2.985ms         0.00%       2.987ms       1.945us          1536  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       2.985ms         0.00%       2.985ms       1.943us          1536  
void lascl_kernel<float, float, 8>(long, long, float...         0.00%       0.000us         0.00%       0.000us       0.000us       2.958ms         0.00%       2.958ms       1.926us          1536  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       2.848ms         0.00%       2.848ms       1.854us          1536  
void svd_col_scale_kernel<float, 256>(long, long, fl...         0.00%       0.000us         0.00%       0.000us       0.000us       2.808ms         0.00%       2.808ms       1.828us          1536  
                                      aten::bitwise_not         0.00%      13.152ms         0.00%      20.360ms      10.393us       2.736ms         0.00%       2.737ms       1.397us          1959  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       2.736ms         0.00%       2.736ms       1.396us          1959  
void pegasusIinclusive_localscan_core<256, 4>(int, i...         0.00%       0.000us         0.00%       0.000us       0.000us       2.688ms         0.00%       2.688ms       1.750us          1536  
